dossier_id,section,row_count,first_token,header_present,standard_section
M4-FUNG-0001,RECORD_CONTROL,8,field,True,True
M4-FUNG-0001,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0001,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0001,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0001,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0001,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0001,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0001,GENES,7,gene_id,True,True
M4-FUNG-0001,METABOLITES,4,metabolite_id,True,True
M4-FUNG-0001,EXPERIMENTS,3,experiment_id,True,True
M4-FUNG-0001,MEASUREMENTS,2,measurement_id,True,True
M4-FUNG-0001,CLAIMS_AND_EVIDENCE,5,claim_id,True,True
M4-FUNG-0001,RELATIONSHIPS,5,relationship_id,True,True
M4-FUNG-0001,CONFLICTS_AND_UNCERTAINTIES,4,issue_id,True,True
M4-FUNG-0001,SOURCES,6,source_id,True,True
M4-FUNG-0002,RECORD_CONTROL,8,field,True,True
M4-FUNG-0002,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0002,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0002,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0002,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0002,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0002,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0002,GENES,24,gene_id,True,True
M4-FUNG-0002,METABOLITES,2,metabolite_id,True,True
M4-FUNG-0002,EXPERIMENTS,6,experiment_id,True,True
M4-FUNG-0002,MEASUREMENTS,6,measurement_id,True,True
M4-FUNG-0002,CLAIMS_AND_EVIDENCE,6,claim_id,True,True
M4-FUNG-0002,RELATIONSHIPS,6,relationship_id,True,True
M4-FUNG-0002,CONFLICTS_AND_UNCERTAINTIES,5,issue_id,True,True
M4-FUNG-0002,SOURCES,9,source_id,True,True
M4-FUNG-0003,RECORD_CONTROL,8,field,True,True
M4-FUNG-0003,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0003,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0003,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0003,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0003,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0003,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0003,GENES,30,gene_id,True,True
M4-FUNG-0003,METABOLITES,5,metabolite_id,True,True
M4-FUNG-0003,EXPERIMENTS,8,experiment_id,True,True
M4-FUNG-0003,MEASUREMENTS,8,measurement_id,True,True
M4-FUNG-0003,CLAIMS_AND_EVIDENCE,9,claim_id,True,True
M4-FUNG-0003,RELATIONSHIPS,10,relationship_id,True,True
M4-FUNG-0003,CONFLICTS_AND_UNCERTAINTIES,6,issue_id,True,True
M4-FUNG-0003,SOURCES,18,source_id,True,True
M4-FUNG-0004,RECORD_CONTROL,8,field,True,True
M4-FUNG-0004,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0004,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0004,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0004,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0004,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0004,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0004,GENES,24,gene_id,True,True
M4-FUNG-0004,METABOLITES,3,metabolite_id,True,True
M4-FUNG-0004,EXPERIMENTS,9,experiment_id,True,True
M4-FUNG-0004,MEASUREMENTS,16,measurement_id,True,True
M4-FUNG-0004,CLAIMS_AND_EVIDENCE,7,claim_id,True,True
M4-FUNG-0004,RELATIONSHIPS,9,relationship_id,True,True
M4-FUNG-0004,CONFLICTS_AND_UNCERTAINTIES,7,issue_id,True,True
M4-FUNG-0004,SOURCES,16,source_id,True,True
M4-FUNG-0005,RECORD_CONTROL,8,field,True,True
M4-FUNG-0005,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0005,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0005,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0005,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0005,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0005,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0005,GENES,26,gene_id,True,True
M4-FUNG-0005,METABOLITES,3,metabolite_id,True,True
M4-FUNG-0005,EXPERIMENTS,7,experiment_id,True,True
M4-FUNG-0005,MEASUREMENTS,17,measurement_id,True,True
M4-FUNG-0005,CLAIMS_AND_EVIDENCE,8,claim_id,True,True
M4-FUNG-0005,RELATIONSHIPS,8,relationship_id,True,True
M4-FUNG-0005,CONFLICTS_AND_UNCERTAINTIES,5,issue_id,True,True
M4-FUNG-0005,SOURCES,16,source_id,True,True
M4-FUNG-0006,RECORD_CONTROL,8,field,True,True
M4-FUNG-0006,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0006,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0006,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0006,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
